,Date,CLOSE_PRICE,VOLUME,SYMBOL
0,2022-11-15,76.37,217839068,AMD
1,2022-11-11,72.37,421306674,AMD
2,2022-11-04,62.19,479821484,AMD
3,2022-10-28,62.01,403793198,AMD
4,2022-10-21,58.82,430665943,AMD
5,2022-10-14,55.94,543679890,AMD
6,2022-10-07,58.44,510241677,AMD
7,2022-09-30,63.36,434376462,AMD
8,2022-09-23,67.96,386421186,AMD
9,2022-09-16,76.51,381444901,AMD
10,2022-09-09,85.45,294505745,AMD
11,2022-09-02,80.24,374422246,AMD
12,2022-08-26,91.18,297517129,AMD
13,2022-08-19,95.95,328564612,AMD
14,2022-08-12,100.83,415415579,AMD
15,2022-08-05,102.31,564069291,AMD
16,2022-07-29,94.47,373204829,AMD
17,2022-07-22,88.1,431299438,AMD
18,2022-07-15,81.11,393019969,AMD
19,2022-07-08,79.35,348191484,AMD
20,2022-07-01,73.67,467659768,AMD
21,2022-06-24,87.08,363583728,AMD
22,2022-06-17,81.57,485635821,AMD
23,2022-06-10,94.82,470902826,AMD
24,2022-06-03,106.3,456252776,AMD
25,2022-05-27,102.26,597026751,AMD
26,2022-05-20,93.5,743529068,AMD
27,2022-05-13,95.12,685179273,AMD
28,2022-05-06,95.34,746995081,AMD
29,2022-04-29,85.52,438554820,AMD
30,2022-04-22,88.14,371695809,AMD
31,2022-04-14,93.06,335856889,AMD
32,2022-04-08,101.0,459423956,AMD
33,2022-04-01,108.19,545457987,AMD
34,2022-03-25,119.67,510790861,AMD
35,2022-03-18,113.46,524320553,AMD
36,2022-03-11,104.29,520400424,AMD
37,2022-03-04,108.41,594160955,AMD
38,2022-02-25,121.06,532146205,AMD
39,2022-02-18,113.83,610896584,AMD
40,2022-02-11,113.18,533187219,AMD
41,2022-02-04,123.6,589550336,AMD
42,2022-01-28,105.24,520860981,AMD
43,2022-01-21,118.81,312490767,AMD
44,2022-01-14,136.88,378969023,AMD
45,2022-01-07,132.0,328325337,AMD
46,2021-12-31,143.9,256680653,AMD
47,2021-12-23,146.14,191558110,AMD
48,2021-12-17,137.75,284416218,AMD
49,2021-12-10,138.55,256357604,AMD
50,2021-12-03,144.01,318877775,AMD
51,2021-11-26,154.81,218448913,AMD
52,2021-11-19,155.41,262181158,AMD
53,2021-11-12,147.89,442375836,AMD
54,2021-11-05,136.34,316113142,AMD
