,Date,CLOSE_PRICE,VOLUME,SYMBOL
0,2022-11-15,150.04,163242446,AAPL
1,2022-11-11,149.7,461034592,AAPL
2,2022-11-04,138.38,510660451,AAPL
3,2022-10-28,155.74,513092901,AAPL
4,2022-10-21,147.27,397216487,AAPL
5,2022-10-14,138.38,424188362,AAPL
6,2022-10-07,140.09,435940423,AAPL
7,2022-09-30,138.2,577537048,AAPL
8,2022-09-23,150.43,473155533,AAPL
9,2022-09-16,150.7,568337936,AAPL
10,2022-09-09,157.37,313749966,AAPL
11,2022-09-02,155.81,389809404,AAPL
12,2022-08-26,163.62,307194601,AAPL
13,2022-08-19,171.52,322647151,AAPL
14,2022-08-12,172.1,318856922,AAPL
15,2022-08-05,165.35,322415021,AAPL
16,2022-07-29,162.51,370548915,AAPL
17,2022-07-22,154.09,360988692,AAPL
18,2022-07-15,150.17,366480107,AAPL
19,2022-07-08,147.04,278295402,AAPL
20,2022-07-01,138.93,373781666,AAPL
21,2022-06-24,141.66,315960327,AAPL
22,2022-06-17,131.56,541006195,AAPL
23,2022-06-10,137.13,354396344,AAPL
24,2022-06-03,145.38,338923395,AAPL
25,2022-05-27,149.64,495921758,AAPL
26,2022-05-20,137.59,548244690,AAPL
27,2022-05-13,147.11,686227375,AAPL
28,2022-05-06,157.28,566193362,AAPL
29,2022-04-29,157.65,540082324,AAPL
30,2022-04-22,161.79,376576076,AAPL
31,2022-04-14,165.29,297460188,AAPL
32,2022-04-08,170.09,390677922,AAPL
33,2022-04-01,174.31,465395123,AAPL
34,2022-03-25,174.72,438484780,AAPL
35,2022-03-18,163.98,501667481,AAPL
36,2022-03-11,154.73,521334165,AAPL
37,2022-03-04,163.17,418753837,AAPL
38,2022-02-25,164.85,413588646,AAPL
39,2022-02-18,167.3,364011266,AAPL
40,2022-02-11,168.64,412902045,AAPL
41,2022-02-04,172.39,458553231,AAPL
42,2022-01-28,170.33,688670659,AAPL
43,2022-01-21,162.41,397684401,AAPL
44,2022-01-14,173.07,422454950,AAPL
45,2022-01-07,172.17,482162362,AAPL
46,2021-12-31,177.57,337847299,AAPL
47,2021-12-23,176.28,359176889,AAPL
48,2021-12-17,171.14,769789942,AAPL
49,2021-12-10,179.45,569227705,AAPL
50,2021-12-03,161.84,669981566,AAPL
51,2021-11-26,156.81,359933163,AAPL
52,2021-11-19,160.55,462419283,AAPL
53,2021-11-12,149.99,281026556,AAPL
54,2021-11-05,151.28,322688958,AAPL
55,2021-10-29,149.8,392739936,AAPL
56,2021-10-22,148.69,340691290,AAPL
57,2021-10-15,144.84,354098233,AAPL
58,2021-10-08,142.9,382910000,AAPL
59,2021-10-01,142.65,441421358,AAPL
60,2021-09-24,146.92,394033205,AAPL
61,2021-09-17,146.06,492884912,AAPL
62,2021-09-10,148.97,354897433,AAPL
63,2021-09-03,154.3,386760934,AAPL
64,2021-08-27,148.6,272129118,AAPL
65,2021-08-20,148.19,429624447,AAPL
66,2021-08-13,149.1,299050639,AAPL
67,2021-08-06,146.14,284559337,AAPL
68,2021-07-30,145.86,420947531,AAPL
69,2021-07-23,148.56,441563639,AAPL
70,2021-07-16,146.39,504249326,AAPL
71,2021-07-09,145.11,418559640,AAPL
72,2021-07-02,139.96,321360130,AAPL
73,2021-06-25,133.11,354155878,AAPL
74,2021-06-18,130.46,456667151,AAPL
